GeneID_NCBI	Symbol_HGNC	Aliases	mean_cov_BGI	median_cov_BGI	perc_cov_BGI_10x	perc_cov_BGI_20x	mean_cov_TWIST	median_cov_TWIST	perc_cov_TWIST_10x	perc_cov_TWIST_20x	GenePanels_Symbol	GenePanel	GenePanelCount
2052	EPHX1	EPHX|EPOX|HYL1|MEH	130,7	137,1	99,9	98,8	145,5	150,5	100	100	EPHX1	"LEVER (AR);METAB (AR);OMIM (AR);PCS (AR)"	4
2053	EPHX2	ABHD20|CEH|SEH	117	120,2	99,5	96,2	130,6	133	100	100	EPHX2	"METAB (AR);OMIM (AR)"	2
7957	EPM2A	EPM2|MELF	137,5	138,3	94,2	91,5	118,4	117,6	100	97,7	EPM2A	"EPI (AR);OMIM (AR);PCS (AR)"	3
2056	EPO	DBAL|ECYT5|EP|MVCD2	100,6	102,8	99,9	97,6	144,8	149,1	100	100	EPO	"BMF (AD,AR);OMIM (AD,AR);PCS (AR)"	3
2058	EPRS1	EARS|EPRS|GLUPRORS|HLD15|PARS|PIG32|QARS|QPRS	168,2	173,6	100	99,6	142,1	146,3	100	100	EPRS1	"OMIM (AR);PCS (AR)"	2
2059	EPS8	DFNB102	137	141	97	96,2	142,2	146,2	100	100	EPS8	"DOOF (AR);OMIM (AR);PCS (AR)"	3
64787	EPS8L2	DFNB106|EPS8R2	121,1	123,5	84,5	82,5	120,9	123,6	88	88	EPS8L2	"DOOF (AR);OMIM (AR);PCS (AR)"	3
79574	EPS8L3	EPS8R3|HYPT5	116,2	119,7	98,9	97,3	135,9	139,2	100	100	EPS8L3	"DERM (AD);OMIM (AD)"	2
26284	ERAL1	CEGA|ERA|ERA-W|ERAL1A|ERAL1B|H-ERA|HERA-A|HERA-B|PRLTS6	175,4	173,9	100	99,7	137,4	140,8	100	100	ERAL1	"DOOF (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	4
2064	ERBB2	CD340|HER-2|HER-2/neu|HER2|MLN 19|NEU|NGL|TKR1	150,1	154,6	98,4	97,1	144,6	149,2	100	100	ERBB2	OMIM (UK,AR,AD,XL)	1
2065	ERBB3	ErbB-3|FERLK|HER3|LCCS2|MDA-BF-1|c-erbB-3|c-erbB3|erbB3-S|p180-ErbB3|p45-sErbB3|p85-sErbB3	131	132,9	100	99,8	134,2	137,6	100	100	ERBB3	"AKI (AR);OMIM (AR);PCS (AR);SPIER (AR)"	4
2066	ERBB4	ALS19|HER4|p180erbB4	150,7	157,2	100	99,5	142,7	145,8	100	100	ERBB4	"ALS (AD);OMIM (AD)"	2
2067	ERCC1	COFS4|RAD10|UV20	85,4	88,2	100	99,3	111,7	114,3	100	100	ERCC1	"MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	4
2068	ERCC2	COFS2|EM9|TFIIH|TTD|TTD1|XPD	133,2	135,5	100	99,7	135,3	137,9	100	100	ERCC2	"BLIND (AR);DERM (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	7
2071	ERCC3	BTF2|GTF2H|RAD25|TFIIH|TTD2|XPB	100,8	107,8	96,9	96,3	143,6	148,6	100	100	ERCC3	"DERM (AR);IMMUUN (AR);MELANOOM (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	7
2072	ERCC4	ERCC11|FANCQ|RAD1|XFEPS|XPF	136,6	141,7	100	99,9	138,2	141,7	100	100	ERCC4	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
2073	ERCC5	COFS3|ERCC5-201|ERCM2|UVDR|XPG|XPGC	144,5	143,4	100	99,7	140,1	143,7	100	100	ERCC5	"AKI (AR);DERM (AR);MR (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	6
2074	ERCC6	ARMD5|CKN2|COFS|COFS1|CSB|CSB-PGBD3|POF11|RAD26|UVSS1	195,9	197	100	100	148,9	150,2	100	100	ERCC6	"AKI (AR);DERM (AD,AR);MR (AR);OMIM (AR;AD,AR);PCS (AR);TUMOR (AR)"	6
375748	ERCC6L2	BMFS2|C9orf102|HEBO|RAD26L|SR278	157,4	158,4	99,9	99,2	139,6	141,7	100	100	ERCC6L2	"BMF (AR);OMIM (AR);PCS (AR)"	3
1161	ERCC8	CKN1|CSA|UVSS2	100,4	103	99,5	95,8	126	128,9	100	100	ERCC8	"DERM (AR);MR (AR);OMIM (AR);PCS (AR)"	4
2077	ERF	CHYTS|CRS4|PE-2|PE2	143,1	144,8	99,9	98,5	155,5	155,8	100	100	ERF	"CFA (AD);LENGTE (AD);OMIM (AD)"	3
2078	ERG	erg-3|p55	111,7	114	99,1	98,8	150,7	154,8	100	100	ERG	"ANEURYSM (AD);OMIM (AD)"	2
57222	ERGIC1	AMC2|AMCN|ERGIC-32|ERGIC32|NET24	205,6	216	95,2	94,6	133,1	138,3	98,4	98,4	ERGIC1	"OMIM (AR);PCS (AR)"	2
10613	ERLIN1	C10orf69|Erlin-1|KE04|KEO4|SPFH1|SPG62	175,2	177,6	100	100	128,7	131,2	100	100	ERLIN1	"OMIM (AR);PCS (AR)"	2
11160	ERLIN2	C8orf2|Erlin-2|NET32|SPFH2|SPG18	132,1	140,9	100	99,9	126,6	129,6	100	100	ERLIN2	"BEWEGING (AR);MR (AR);OMIM (AR);PCS (AR)"	4
55780	ERMARD	C6orf70|PVNH6|dJ266L20.3	138,2	142,6	99,9	99	169,9	174,8	100	100	ERMARD	OMIM (AD)	1
157570	ESCO2	2410004I17Rik|EFO2|EFO2p|RBS|hEFO2	138,7	139,5	98,7	95,2	113,7	116,7	100	100	ESCO2	"CFA (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	6
83715	ESPN	DFNB36|LP2654|USH1M	26,9	26,9	44,6	35,8	118,1	117,1	100	99,8	ESPN	"DOOF (AD,AR);OMIM (AD,AR);PCS (AR)"	3
2099	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	135,2	136,4	100	99,8	140,7	141,5	100	100	ESR1	"DSD (AR);OMIM (AR);PCS (AR)"	3
2100	ESR2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8	117,4	122,2	100	99,7	155,6	160,4	100	100	ESR2	"DSD (AD);OMIM (AD);TUMOR (AD)"	3
54845	ESRP1	DFNB109|RBM35A|RMB35A	120,7	122,5	99,9	98,9	132,5	136,8	100	100	ESRP1	"DOOF (AR);OMIM (AR);PCS (AR)"	3
2103	ESRRB	DFNB35|ERR beta-2|ERR2|ERRb|ERRbeta2|ESRL2|NR3B2	110,8	112,3	96,8	95	144	148,3	100	100	ESRRB	"DOOF (AR);OMIM (AR);PCS (AR)"	3
2108	ETFA	EMA|GA2|MADD	157,5	160,1	100	100	122,5	124,8	100	100	ETFA	"METAB (AR);OMIM (AR);PCS (AR)"	3
2109	ETFB	FP585|MADD	120,4	122,5	100	99,8	163,4	169,6	100	100	ETFB	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
2110	ETFDH	ETFQO|MADD	137,6	141,8	100	99,8	129	132,3	100	100	ETFDH	"LEVER (AR);METAB (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
23474	ETHE1	HSCO|YF13H12	93	96,2	99,9	97,4	139,1	143,6	100	100	ETHE1	"BEWEGING (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	7
2120	ETV6	TEL|TEL/ABL|THC5	171,7	185,3	100	99,9	151,1	155	100	100	ETV6	"BMF (AD);HEMOS (AD);OMIM (AD);TUMOR (AD)"	4
2121	EVC	DWF-1|EVC1|EVCL	116,1	121,9	93,9	88,6	124,1	128	96,9	94,8	EVC	"CILIO (AD,AR);DERM (AD,AR);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)"	5
132884	EVC2	LBN|WAD	129,3	135,9	97,7	96,1	137,9	141,2	100	100	EVC2	"CILIO (AR);DERM (AR);LENGTE (AD,AR);OMIM (AD,AR);PCS (AR)"	5
2130	EWSR1	EWS|EWS-FLI1|bK984G1.4	80,5	79	92,3	85,3	138,2	142,6	100	100	EWSR1	OMIM (UK,AR,AD,XL)	1
54536	EXOC6	EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p	117,8	122,7	99,2	96,3	117,9	120,8	100	100	EXOC6	"IJZER (AD,AR);OMIM (AD,AR)"	2
23233	EXOC6B	SEC15B|SEC15L2|SEMDJL3	127,3	132	99,1	97,6	133,8	137,2	100	100	EXOC6B	"LENGTE (AR);OMIM (AR);PCS (AR)"	3
149371	EXOC8	EXO84|Exo84p|NEDMISB|SEC84	189,2	168,4	100	100	170,5	170,6	100	100	EXOC8	"CILIO (AR);OMIM (AR)"	2
23404	EXOSC2	RRP4|Rrp4p|SHRF|hRrp4p|p7	114,8	117,6	100	100	118,2	121,1	100	100	EXOSC2	"BLIND (AR);DOOF (AR);MR (AR);OMIM (AR);PCS (AR)"	5
51010	EXOSC3	CGI-102|PCH1B|RRP40|Rrp40p|bA3J10.7|hRrp-40|p10	124,2	125,9	99,5	94,9	144,4	148,3	100	100	EXOSC3	"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);PCS (AR)"	5
56915	EXOSC5	RRP41B|RRP46|Rrp46p|hRrp46p|p12B	155,6	161,4	100	100	132,1	135,9	100	100	EXOSC5	"BEWEGING (AR);LENGTE (AR);OMIM (AR)"	3
11340	EXOSC8	CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9	89,5	91	97,9	91,2	115,8	118,2	100	100	EXOSC8	"BEWEGING (AR);HMSN (AR);OMIM (AR);PCS (AR);SPIER (AR)"	5
5393	EXOSC9	PCH1D|PM/Scl-75|PMSCL1|RRP45|Rrp45p|p5|p6	168,2	173,4	99,7	97,2	128,3	131,5	100	100	EXOSC9	"BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)"	5
23086	EXPH5	SLAC2-B|SLAC2B	190,3	189,5	100	100	152,3	152,6	100	100	EXPH5	"DERM (AR);OMIM (AR);PCS (AR)"	3
2131	EXT1	EXT|LGCR|LGS|TRPS2|TTV	112,1	114,3	99,9	98,4	134,3	136,4	100	100	EXT1	"LENGTE (AD);METAB (AR);OMIM (AR;AD;AD,AR);TUMOR (AD)"	4
2132	EXT2	SOTV|SSMS	143,2	145	100	99,3	140,9	143,4	100	100	EXT2	"LENGTE (AD);METAB (AR);OMIM (AD,AR);PCS (AR);TUMOR (AD)"	5
2137	EXTL3	BOTV|EXTL1L|EXTR1|ISDNA|REGR|RPR	202,8	199,3	100	100	160,4	160,8	100	100	EXTL3	"CILIO (AR);IMMUUN (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR)"	6
2138	EYA1	BOP|BOR|BOS1|OFC1	144,7	145,7	99,9	99,7	142	145,6	100	100	EYA1	"BLIND (AD);CFA (AD);DOOF (AD);METAB (AD);NIER (AD);OMIM (AD);SCHISIS (AD)"	7
2070	EYA4	CMD1J|DFNA10	152,4	155,3	100	99,7	138,8	142,7	100	100	EYA4	"DOOF (AD);OMIM (AD)"	2
346007	EYS	C6orf178|C6orf179|C6orf180|EGFL10|EGFL11|RP25|SPAM|bA166P24.2|bA307F22.3|bA74E24.1|dJ1018A4.2|dJ22I17.2|dJ303F19.1	159	159	99,7	98,2	136,4	138,8	100	100	EYS	"BLIND (AR);OMIM (AR);PCS (AR)"	3
2146	EZH2	ENX-1|ENX1|EZH2b|KMT6|KMT6A|WVS|WVS2	163,7	171,4	100	99,5	132,9	136,5	100	100	EZH2	"BMF (AD);CFA (AD);LENGTE (AD);MR (AD);OMIM (AD);TUMOR (AD)"	6
2159	F10	FX|FXA	193,4	194,4	99,8	99,1	142,8	146,1	100	100	F10	"HEMOS (AR);OMIM (AR);PCS (AR)"	3
2160	F11	FXI|PTA	151,3	157,7	100	100	147,1	152,4	100	100	F11	"HEMOS (AD,AR);OMIM (AR;UK,AR,AD,XL;AD,AR);PCS (AR)"	3
2161	F12	HAE3|HAEX|HAF	124,8	127,6	99,9	98,8	149,2	152,5	100	100	F12	"HEMOS (AR);IMMUUN (AD);OMIM (AD,AR);PCS (AR)"	4
2162	F13A1	F13A	138,8	144,6	100	100	153,8	159,2	100	100	F13A1	"DERM (AD);HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	4
2165	F13B	FXIIIB	125,7	131	98,7	93,5	137	142,6	100	100	F13B	"HEMOS (AR);OMIM (AR);PCS (AR)"	3
2147	F2	PT|RPRGL2|THPH1	130,6	133,6	99,9	97,9	127,9	131,5	100	100	F2	"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)"	3
9002	F2RL3	PAR4	96,6	89,5	100	100	154,7	152,1	100	100	F2RL3	"HEMOS (AD);OMIM (AD)"	2
2153	F5	FVL|PCCF|RPRGL1|THPH2	171,4	172,8	99,4	98,5	156,9	152,8	100	100	F5	"HEMOS (AD,AR);OMIM (AR;AD,AR);PCS (AR)"	3
2155	F7	SPCA	165,1	168,7	100	100	159	157	100	100	F7	"HEMOS (AR);OMIM (AR);PCS (AR)"	3
2157	F8	AHF|DXS1253E|F8B|F8C|FVIII|HEMA	123,2	123,3	97,3	96,1	132,4	134,7	100	99,9	F8	"HEMOS (XL);OMIM (XLR)"	2
2158	F9	F9 p22|FIX|HEMB|P19|PTC|THPH8	141,3	130,9	99,6	97,6	120,5	123,2	99,9	98,8	F9	"HEMOS (XL);OMIM (XLR)"	2
79152	FA2H	FAAH|FAH1|FAXDC1|SCS7|SPG35	93,5	96,4	92	83,1	132,2	136,9	100	100	FA2H	"BEWEGING (AR);BLIND (AR);EPI (AR);METAB (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	8
2166	FAAH	FAAH-1|PSAB	131,1	135,6	93,2	90	121,7	124,6	100	99,9	FAAH	"HNPD (AD);OMIM (AD)"	2
91442	FAAP24	C19orf40	122,2	128,5	99,3	96,7	133,5	138	100	100	FAAP24	"IMMUUN (AR);OMIM (AR)"	2
8772	FADD	GIG3|MORT1	142,3	147,2	100	100	113	117,1	100	100	FADD	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
2184	FAH		132,1	135,8	100	100	130,1	132,6	100	100	FAH	"HART (AR);LEVER (AR);METAB (AR);NIER (AR);OMIM (AR);PCS (AR)"	6
63901	FAM111A	GCLEB|KCS2	238,4	254,4	99,9	99,3	128,5	128,7	100	100	FAM111A	"LENGTE (AD);OMIM (AD)"	2
374393	FAM111B	CANP|POIKTMP	203,6	193,6	100	99,9	138,3	135,8	100	100	FAM111B	"DERM (AD);OMIM (AD);SPIER (AD)"	3
84668	FAM126A	DRCTNNB1A|HCC|HLD5|HYCC1	143	146,4	100	99,4	134	136,7	100	100	FAM126A	"BEWEGING (AR);HMSN (AR);MR (AR);OMIM (AR);PCS (AR)"	5
317662	FAM149B1	JBTS36|KIAA0974	114,4	118	99,5	95,4	131,5	135,4	100	100	FAM149B1	"CILIO (AR);MR (AR);OMIM (AR)"	3
84140	FAM161A	RP28	164	167,2	100	99,7	136,8	137	100	100	FAM161A	"BLIND (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR)"	3
54757	FAM20A	AI1G|AIGFS|FP2747	108,1	113,3	99,6	94,7	134	137,6	100	100	FAM20A	"CFA (AR);DERM (AR);NIER (AR);OMIM (AR);PCS (AR)"	5
9917	FAM20B	gxk1	150,2	145,8	100	99,9	144,7	149,2	100	100	FAM20B	"LENGTE (AR);OMIM (AR)"	2
56975	FAM20C	DMP-4|DMP4|G-CK|GEF-CK|RNS	130,7	132,4	100	100	132	135,2	100	99,8	FAM20C	"DERM (AR);LENGTE (AR);MR (AR);OMIM (AR);PCS (AR);SCHISIS (AR)"	6
644815	FAM83G	PAWS1	160,7	158,6	100	100	147,6	147,5	100	100	FAM83G	"DERM (AR);OMIM (AR)"	2
286077	FAM83H	AI3|AI3A	91,2	76,6	84,9	81,5	183,2	184	100	100	FAM83H	"CFA (AR);DERM (AD);OMIM (AD;AR)"	3
22909	FAN1	KIAA1018|KMIN|MTMR15|hFAN1	149,9	155,8	100	99,8	193,1	197,4	100	100	FAN1	"NIER (AR);OMIM (AD;AR);PCS (AR);TUMOR (AD)"	4
2175	FANCA	FA|FA-H|FA1|FAA|FACA|FAH|FANCH	121,4	124,7	100	99,4	124,7	127,4	100	100	FANCA	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
2187	FANCB	FA2|FAAP90|FAAP95|FAB|FACB	97,6	88,6	98,6	94,1	122,1	124	100	100	FANCB	"BMF (XL);DERM (AR);OMIM (AR;XL;XLR);PCS (AR);TUMOR (AR)"	5
2176	FANCC	FA3|FAC|FACC	115,9	118,4	97,2	96,6	141,6	145,3	97,3	97,3	FANCC	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
2177	FANCD2	FA-D2|FA4|FACD|FAD|FAD2|FANCD	137,1	139,2	99,5	97,5	138,6	142,3	98,8	98,8	FANCD2	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
2178	FANCE	FACE|FAE	130,4	134,6	89,8	85,1	118,2	119,8	100	99,9	FANCE	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
2188	FANCF	FAF	249,8	268,5	100	100	153,2	153,2	100	100	FANCF	"BMF (AR);DERM (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);TUMOR (AR)"	5
2189	FANCG	FAG|XRCC9	154,8	161	100	99,9	125,4	129,3	100	100	FANCG	"BMF (AR);DERM (AR);OMIM (AR;UK,AR,AD,XL);PCS (AR);TUMOR (AR)"	5
55215	FANCI	KIAA1794	162	166,6	99,9	99,2	118,9	121,9	100	100	FANCI	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
55120	FANCL	FAAP43|PHF9|POG	123,2	126,2	100	98,6	132,7	135,2	100	100	FANCL	"BMF (AR);DERM (AR);OMIM (AR);PCS (AR);TUMOR (AR)"	5
57697	FANCM	FAAP250|KIAA1596|POF15|SPGF28	117,6	112,9	99,6	97,3	123,6	124,7	100	100	FANCM	"BMF (AR);DERM (AR);OMIM (AR);TUMOR (AR)"	4
84188	FAR1	MLSTD2|PFCRD|SDR10E1	82	84,8	97,6	92,8	126,2	129,8	100	100	FAR1	"BEWEGING (AR);LENGTE (AR);METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	6
10667	FARS2	COXPD14|FARS1|HSPC320|PheRS|SPG77|mtPheRS	197,5	206,7	100	100	139,8	143,9	100	100	FARS2	"BEWEGING (AR);EPI (AR);MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	6
10056	FARSB	FARSLB|FRSB|HSPC173|NEDBLLA|PheHB|PheRS|RILDBC|RILDBC1	90,8	94,2	98,8	94,6	127,8	131,1	100	100	FARSB	"MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	4
355	FAS	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	256,7	262,8	100	99,6	131,6	133,8	100	100	FAS	"BMF (AD);IMMUUN (AD);OMIM (AD);TUMOR (AD)"	4
356	FASLG	ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6|TNLG1A	99,5	98	100	99,6	186,3	192,2	100	100	FASLG	"BMF (AD);IMMUUN (AD,AR);OMIM (AD;AD,AR);TUMOR (AD)"	4
22868	FASTKD2	COXPD44|KIAA0971	153,6	141,3	99,8	98,9	128,8	128,5	100	100	FASTKD2	"OMIM (AR;UK,AR,AD,XL);OXPHOS (AR);PCS (AR)"	3
2195	FAT1	CDHF7|CDHR8|FAT|ME5|hFat1	196,9	195	100	100	160,9	162,8	100	100	FAT1	"NIER (AR);OMIM (AR)"	2
2196	FAT2	CDHF8|CDHR9|HFAT2|MEGF1|SCA45	156,8	154,4	100	99,8	156,8	158,8	100	100	FAT2	OMIM (AD)	1
79633	FAT4	CDHF14|CDHR11|FAT-J|FATJ|HKLLS2|NBLA00548|VMLDS2	229,4	227	100	100	155	154,6	100	100	FAT4	"DERM (AR);IMMUUN (AR);MR (AR);OMIM (AR);PCS (AR)"	5
2192	FBLN1	FBLN|FIBL1	143,3	148,1	99,7	97,6	140	143,7	100	99,7	FBLN1	"LENGTE (AD);OMIM (AD)"	2
10516	FBLN5	ADCL2|ARCL1A|ARMD3|DANCE|EVEC|FIBL-5|HNARMD|UP50	116,9	121,2	91,8	91,8	113,7	117,7	91,8	91,8	FBLN5	"DERM (AD,AR);HMSN (AD,AR);HNPD (AD);OMIM (AD,AR);PCS (AR)"	5
2200	FBN1	ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFLS|MFS1|OCTD|SGS|SSKS|WMS|WMS2	165	169,7	100	99,9	140,2	144,2	100	100	FBN1	"ANEURYSM (AD);BLIND (AD);CHD (AD);HART (AD);HEMOS (AD);LENGTE (AD);OMIM (AD)"	7
2201	FBN2	CCA|DA9|EOMD	166,7	171,3	100	99,9	140,1	144,1	100	100	FBN2	"AKI (AD);ANEURYSM (AD);HART (AD);LENGTE (AD);OMIM (AD)"	5
2203	FBP1	FBP	97,4	101,3	93,7	93,3	141,2	146,3	93,7	93,7	FBP1	"METAB (AR);OMIM (AR);PCS (AR)"	3
26224	FBXL3	FBL3|FBL3A|FBXL3A|IDDSFAS	241,9	236,9	100	100	134,3	135	100	100	FBXL3	"MR (AR);OMIM (AR);PCS (AR)"	3
26235	FBXL4	FBL4|FBL5|MTDPS13	197,4	200,7	100	100	143,8	146,3	100	100	FBXL4	"MR (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	4
80204	FBXO11	FBX11|IDDFBA|PRMT9|UBR6|UG063H01|VIT1	99,5	101,5	96,9	92,7	131,1	135,2	100	100	FBXO11	"MR (AD);OMIM (AD)"	2
79791	FBXO31	FBX14|FBXO14|Fbx31|MRT45|pp2386	111,3	112,4	96	93,1	134,8	136	100	99,9	FBXO31	"MR (AR);OMIM (AR);PCS (AR)"	3
114907	FBXO32	Fbx32|MAFbx	148,6	158,2	100	100	114,5	117,1	100	100	FBXO32	"HART (AD);OMIM (AD)"	2
81545	FBXO38	Fbx38|HMN2D|MOKA|SP329	177,5	188,8	99,9	99,3	134,4	138,1	100	100	FBXO38	"HMSN (AD);OMIM (AD)"	2
25793	FBXO7	FBX|FBX07|FBX7|PARK15|PKPS	197	206,2	99,8	97,9	156,3	163,1	100	100	FBXO7	"BEWEGING (AR);OMIM (AR);PARK (AR);PCS (AR)"	4
6468	FBXW4	DAC|FBW4|FBWD4|SHFM3|SHSF3	77,6	77,1	81,6	79	105,5	95,1	83,5	80	FBXW4	"LENGTE (AD);OMIM (AD)"	2
55294	FBXW7	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	166	171,4	99,9	99,2	155,1	160,1	100	100	FBXW7	"OMIM (AD);TUMOR (AD)"	2
2209	FCGR1A	CD64|CD64A|FCRI|IGFR1	52,2	54,9	46,8	44,1	187,9	192,7	100	100	FCGR1A	"IMMUUN (AR);OMIM (AR)"	2
2212	FCGR2A	CD32|CD32A|CDw32|FCG2|FCGR2|FCGR2A1|FcGR|IGFR2	188,9	195	100	100	192,9	199,7	100	100	FCGR2A	"HEMOS (AD);IMMUUN (AD,AR);OMIM (AD;AD,AR)"	3
2213	FCGR2B	CD32|CD32B|FCG2|FCGR2|FCGR2C|FcRII-c|IGFR2	130,5	135,8	99,5	95,4	196,5	202,5	100	100	FCGR2B	"HEMOS (AD);IMMUUN (AD);OMIM (AD)"	3
9103	FCGR2C	CD32|CD32C|CDW32|FCG2|FCRIIC|IGFR2	161,9	170,9	98,9	98,6	171,5	177,1	98,1	97,2	FCGR2C	"HEMOS (AD);OMIM (AD)"	2
2214	FCGR3A	CD16|CD16A|FCG3|FCGR3|FCGRIII|FCR-10|FCRIII|FCRIIIA|IGFR3|IMD20	191,2	196,4	99	97,1	181,2	185,7	100	100	FCGR3A	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
2215	FCGR3B	CD16|CD16A|CD16b|FCG3|FCGR3|FCGR3A|FCR-10|FCRIII|FCRIIIb	142	149,2	99,3	97,9	154	157,3	98,1	98	FCGR3B	"IMMUUN (AR);OMIM (AR;UK,AR,AD,XL)"	2
23149	FCHO1	IMD76	106,7	111,1	98,9	97,7	138,5	142,1	100	100	FCHO1	"IMMUUN (AR);OMIM (AR);SCID (AR)"	3
8547	FCN3	FCNH|HAKA1	137,5	143,9	100	100	118,6	121	100	100	FCN3	"IMMUUN (AR);OMIM (AR);PCS (AR)"	3
197258	FCSK	1110046B12Rik|CDGF2|FUK	94,3	98,1	97,7	95,4	131,7	135,1	100	100	FCSK	"METAB (AR);OMIM (AR);PCS (AR)"	3
260436	FDCSP	C4orf7|FDC-SP	243,1	250,3	98,7	93,6	144,7	148,6	100	100	FDCSP	"ANEURYSM (AD);OMIM (AD)"	2
2222	FDFT1	DGPT|ERG9|SQS|SQSD|SS	142,7	147,8	97,7	96	122,7	125,8	100	100	FDFT1	"METAB (AR);MR (AR);OMIM (AR);PCS (AR)"	4
2224	FDPS	FPPS|FPS|POROK9	71,9	69,6	99,1	93,5	131,5	134,6	100	100	FDPS	"DERM (AD);OMIM (AD)"	2
112812	FDX2	FDX1L|MEOAL	136,7	137,1	100	100	144,4	147,5	100	100	FDX2	"OMIM (AR);OXPHOS (AR);PCS (AR)"	3
2232	FDXR	ADR|ADXR|ANOA	124	126,5	100	99,3	140,4	144,2	100	100	FDXR	"BLIND (AR);DOOF (AR);OMIM (AR);OXPHOS (AR);PCS (AR)"	5
2235	FECH	EPP|EPP1|FCE	116,4	120,3	100	100	137,1	140,9	100	100	FECH	"DERM (AD,AR);IJZER (AR);LEVER (AR);METAB (AR);OMIM (AR;AD,AR);PCS (AR)"	6
55612	FERMT1	C20orf42|DTGCU2|KIND1|UNC112A|URP1	106,9	111,8	99,9	97,9	127,3	131,5	100	100	FERMT1	"DERM (AR);OMIM (AR);PCS (AR)"	3
83706	FERMT3	KIND3|MIG-2|MIG2B|UNC112C|URP2|URP2SF	136,4	142,1	100	100	155,3	159,2	100	100	FERMT3	"HEMOS (AR);IMMUUN (AR);LENGTE (AR);OMIM (AR);PCS (AR)"	5
389549	FEZF1	FEZ|HH22|ZNF312B	167,2	172,6	100	99,9	163,5	166	100	100	FEZF1	"DSD (AR);HH (AR);OMIM (AR);PCS (AR)"	4
2243	FGA	Fib2	188,3	169,3	99,1	97,2	158,7	160,8	100	100	FGA	"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)"	3
2244	FGB	HEL-S-78p	157,8	165	99,8	99,1	145,6	150,4	100	100	FGB	"HEMOS (AD,AR);OMIM (AD,AR);PCS (AR)"	3
2245	FGD1	AAS|FGDY|MRXS16|ZFYVE3	88,5	91,2	97,3	92,8	141,2	144,6	100	100	FGD1	"CFA (XL);EPI (XL);LENGTE (XLR);MR (XL);OMIM (XLR);SCHISIS (XLR)"	6
121512	FGD4	CMT4H|FRABP|ZFYVE6	116	120,6	99,9	99,4	137	140,8	100	100	FGD4	"HMSN (AR);OMIM (AR);PCS (AR)"	3
2255	FGF10		145,6	155,3	100	99,8	132,6	136,2	100	100	FGF10	"CFA (AD);DERM (AD);LENGTE (AD);OMIM (AD)"	4
2257	FGF12	DEE47|EIEE47|FGF12B|FHF1	118,7	124,7	99,9	98,1	148,2	152,6	100	100	FGF12	"EPI (AD);HART (AD);MR (AD);OMIM (AD)"	4
2259	FGF14	FGF-14|FHF-4|FHF4|SCA27	218	225,7	100	100	149,4	155,8	100	100	FGF14	"BEWEGING (AD);MR (AD);OMIM (AD)"	3
